tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8f66cfd460d2,"Derounian is survived by his wife of 60 years, Emily Ann Kennard Derounian; two daughters, Ann Banks of Lexington, Ky., and Eleanor Derounian of Austin; and a granddaughter.","[(0, 'Derounian'), (1, 'is'), (2, 'survived'), (3, 'by'), (4, 'his'), (5, 'wife'), (6, 'of'), (7, '60'), (8, 'years'), (9, ','), (10, 'Emily'), (11, 'Ann'), (12, 'Kennard'), (13, 'Derounian'), (14, ';'), (15, 'two'), (16, 'daughters'), (17, ','), (18, 'Ann'), (19, 'Banks'), (20, 'of'), (21, 'Lexington'), (22, ','), (23, 'Ky.'), (24, ','), (25, 'and'), (26, 'Eleanor'), (27, 'Derounian'), (28, 'of'), (29, 'Austin'), (30, ';'), (31, 'and'), (32, 'a'), (33, 'granddaughter'), (34, '.')]",4,4,21,21,,,,,
NYT_ENG_20080407.0069.LDC2009T13,61b3a0af8fa5a89f9254,"He's worn T-shirts made by local companies, he's dedicated a Beatles song to an Atlanta singer who died recently, and he allows ""Idol"" producers to cite ""Buckhead"" as his current residence -?","[(0, 'He'), (1, ""'s""), (2, 'worn'), (3, 'T-shirts'), (4, 'made'), (5, 'by'), (6, 'local'), (7, 'companies'), (8, ','), (9, 'he'), (10, ""'s""), (11, 'dedicated'), (12, 'a'), (13, 'Beatles'), (14, 'song'), (15, 'to'), (16, 'an'), (17, 'Atlanta'), (18, 'singer'), (19, 'who'), (20, 'died'), (21, 'recently'), (22, ','), (23, 'and'), (24, 'he'), (25, 'allows'), (26, '``'), (27, 'Idol'), (28, ""''""), (29, 'producers'), (30, 'to'), (31, 'cite'), (32, '``'), (33, 'Buckhead'), (34, ""''""), (35, 'as'), (36, 'his'), (37, 'current'), (38, 'residence'), (39, '-'), (40, '?')]",9,9,17,17,,,,,
APW_ENG_20080528.0757.LDC2009T13,61b3a0af8ff26eee743a,"The pop star and her husband, film director Guy Ritchie, have been caring for the boy, David Banda, in London.","[(0, 'The'), (1, 'pop'), (2, 'star'), (3, 'and'), (4, 'her'), (5, 'husband'), (6, ','), (7, 'film'), (8, 'director'), (9, 'Guy'), (10, 'Ritchie'), (11, ','), (12, 'have'), (13, 'been'), (14, 'caring'), (15, 'for'), (16, 'the'), (17, 'boy'), (18, ','), (19, 'David'), (20, 'Banda'), (21, ','), (22, 'in'), (23, 'London'), (24, '.')]",19,20,23,23,,,,,
LTW_ENG_20071016.0009.LDC2009T13,61b3a0af8f5be20e271b,"He continued in that line of work after moving to Denver, and he also sold real estate.","[(0, 'He'), (1, 'continued'), (2, 'in'), (3, 'that'), (4, 'line'), (5, 'of'), (6, 'work'), (7, 'after'), (8, 'moving'), (9, 'to'), (10, 'Denver'), (11, ','), (12, 'and'), (13, 'he'), (14, 'also'), (15, 'sold'), (16, 'real'), (17, 'estate'), (18, '.')]",0,0,10,10,,,,,
NYT_ENG_20071002.0030.LDC2009T13,61b3a0af8f2885d5a627,"Harry Shuler Dent, grew up in St. Matthews, S.C., and graduated cum laude from Presbyterian College in Clinton, S.C., in 1951.","[(0, 'Harry'), (1, 'Shuler'), (2, 'Dent'), (3, ','), (4, 'grew'), (5, 'up'), (6, 'in'), (7, 'St.'), (8, 'Matthews'), (9, ','), (10, 'S.C.'), (11, ','), (12, 'and'), (13, 'graduated'), (14, 'cum'), (15, 'laude'), (16, 'from'), (17, 'Presbyterian'), (18, 'College'), (19, 'in'), (20, 'Clinton'), (21, ','), (22, 'S.C.'), (23, ','), (24, 'in'), (25, '1951'), (26, '.')]",0,2,20,20,,,,,
APW_ENG_20070813.0753.LDC2009T13,61b3a0af8f538c87d46f,"Kirkaldy, born Irene Morgan in Baltimore, Maryland, in 1917, was arrested in 1944 for refusing to give up her seat on a Greyhound bus heading from Gloucester to Baltimore, and for resisting arrest.","[(0, 'Kirkaldy'), (1, ','), (2, 'born'), (3, 'Irene'), (4, 'Morgan'), (5, 'in'), (6, 'Baltimore'), (7, ','), (8, 'Maryland'), (9, ','), (10, 'in'), (11, '1917'), (12, ','), (13, 'was'), (14, 'arrested'), (15, 'in'), (16, '1944'), (17, 'for'), (18, 'refusing'), (19, 'to'), (20, 'give'), (21, 'up'), (22, 'her'), (23, 'seat'), (24, 'on'), (25, 'a'), (26, 'Greyhound'), (27, 'bus'), (28, 'heading'), (29, 'from'), (30, 'Gloucester'), (31, 'to'), (32, 'Baltimore'), (33, ','), (34, 'and'), (35, 'for'), (36, 'resisting'), (37, 'arrest'), (38, '.')]",3,4,6,6,,,,,
NYT_ENG_20050919.0130.LDC2007T07,61b3a0af8fdee29d69fe,"Gilchrist teamed with Chris Simcox, a newspaper publisher in Tucson, Ariz., to form the controversial Minuteman project, which drew nearly 900 volunteers to Arizona in April.","[(0, 'Gilchrist'), (1, 'teamed'), (2, 'with'), (3, 'Chris'), (4, 'Simcox'), (5, ','), (6, 'a'), (7, 'newspaper'), (8, 'publisher'), (9, 'in'), (10, 'Tucson'), (11, ','), (12, 'Ariz.'), (13, ','), (14, 'to'), (15, 'form'), (16, 'the'), (17, 'controversial'), (18, 'Minuteman'), (19, 'project'), (20, ','), (21, 'which'), (22, 'drew'), (23, 'nearly'), (24, '900'), (25, 'volunteers'), (26, 'to'), (27, 'Arizona'), (28, 'in'), (29, 'April'), (30, '.')]",3,4,10,10,,,,,
LTW_ENG_20070530.0085.LDC2009T13,61b3a0af8fd2f184c72c,"Working as a reporter for the Baltimore Afro American newspaper, he had just witnessed the lynching of a black man in Somerset County.","[(0, 'Working'), (1, 'as'), (2, 'a'), (3, 'reporter'), (4, 'for'), (5, 'the'), (6, 'Baltimore'), (7, 'Afro'), (8, 'American'), (9, 'newspaper'), (10, ','), (11, 'he'), (12, 'had'), (13, 'just'), (14, 'witnessed'), (15, 'the'), (16, 'lynching'), (17, 'of'), (18, 'a'), (19, 'black'), (20, 'man'), (21, 'in'), (22, 'Somerset'), (23, 'County'), (24, '.')]",11,11,6,6,,,,,
eng-NG-31-104869-8882474,61b3a0af8f9d710db056,Panelist and retired Santa Clara County district attorney George Kennedy agreed.,"[(0, 'Panelist'), (1, 'and'), (2, 'retired'), (3, 'Santa'), (4, 'Clara'), (5, 'County'), (6, 'district'), (7, 'attorney'), (8, 'George'), (9, 'Kennedy'), (10, 'agreed'), (11, '.')]",8,9,3,5,,,,,
APW_ENG_20071214.0118.LDC2009T13,61b3abba0f1a07dd7d1b,- Talk show host and New Orleans native Ellen Degeneres taped portions of her show in the city and gave a Quizno's restaurant to a resident who lost her home and business in the storm.,"[(0, '--'), (1, 'Talk'), (2, 'show'), (3, 'host'), (4, 'and'), (5, 'New'), (6, 'Orleans'), (7, 'native'), (8, 'Ellen'), (9, 'Degeneres'), (10, 'taped'), (11, 'portions'), (12, 'of'), (13, 'her'), (14, 'show'), (15, 'in'), (16, 'the'), (17, 'city'), (18, 'and'), (19, 'gave'), (20, 'a'), (21, 'Quizno'), (22, ""'s""), (23, 'restaurant'), (24, 'to'), (25, 'a'), (26, 'resident'), (27, 'who'), (28, 'lost'), (29, 'her'), (30, 'home'), (31, 'and'), (32, 'business'), (33, 'in'), (34, 'the'), (35, 'storm'), (36, '.')]",8,9,5,6,,,,,
AFP_ENG_20070329.0522.LDC2009T13,61b3a0af8f1f209ea1c7,Kurnaz has returned to his hometown of Bremen in northern German following his release.,"[(0, 'Kurnaz'), (1, 'has'), (2, 'returned'), (3, 'to'), (4, 'his'), (5, 'hometown'), (6, 'of'), (7, 'Bremen'), (8, 'in'), (9, 'northern'), (10, 'German'), (11, 'following'), (12, 'his'), (13, 'release'), (14, '.')]",4,4,7,7,,,,,
eng-NG-31-142091-9996771,61b3a0af8f786b003056,"Living in Sag Harbor, Mr. Scheider continued to appear in films and lend his voice to documentaries, becoming, Ms. Siemer said, increasingly politically active.","[(0, 'Living'), (1, 'in'), (2, 'Sag'), (3, 'Harbor'), (4, ','), (5, 'Mr.'), (6, 'Scheider'), (7, 'continued'), (8, 'to'), (9, 'appear'), (10, 'in'), (11, 'films'), (12, 'and'), (13, 'lend'), (14, 'his'), (15, 'voice'), (16, 'to'), (17, 'documentaries'), (18, ','), (19, 'becoming'), (20, ','), (21, 'Ms.'), (22, 'Siemer'), (23, 'said'), (24, ','), (25, 'increasingly'), (26, 'politically'), (27, 'active'), (28, '.')]",6,6,2,3,,,,,
AFP_ENG_20071224.0067.LDC2009T13,61b3a0af8f179fdb353d,"Renowned jazz pianist and composer Oscar Peterson died Sunday night at his Toronto home, Canadian media reported Monday.","[(0, 'Renowned'), (1, 'jazz'), (2, 'pianist'), (3, 'and'), (4, 'composer'), (5, 'Oscar'), (6, 'Peterson'), (7, 'died'), (8, 'Sunday'), (9, 'night'), (10, 'at'), (11, 'his'), (12, 'Toronto'), (13, 'home'), (14, ','), (15, 'Canadian'), (16, 'media'), (17, 'reported'), (18, 'Monday'), (19, '.')]",5,6,12,12,,,,,
NYT_ENG_20070420.0018.LDC2009T13,61b3a0af8fa220f9b567,"Derounian is survived by his wife of 60 years, Emily Ann Kennard Derounian; two daughters, Ann Banks of Lexington, Ky., and Eleanor Derounian of Austin; and a granddaughter.","[(0, 'Derounian'), (1, 'is'), (2, 'survived'), (3, 'by'), (4, 'his'), (5, 'wife'), (6, 'of'), (7, '60'), (8, 'years'), (9, ','), (10, 'Emily'), (11, 'Ann'), (12, 'Kennard'), (13, 'Derounian'), (14, ';'), (15, 'two'), (16, 'daughters'), (17, ','), (18, 'Ann'), (19, 'Banks'), (20, 'of'), (21, 'Lexington'), (22, ','), (23, 'Ky.'), (24, ','), (25, 'and'), (26, 'Eleanor'), (27, 'Derounian'), (28, 'of'), (29, 'Austin'), (30, ';'), (31, 'and'), (32, 'a'), (33, 'granddaughter'), (34, '.')]",0,0,21,21,,,,,
LTW_ENG_20090712.0045,61b3a0af8f395a88ac46,"He had admired Manhattan's legendary district attorney, Robert Morgenthau, from the days when Cabranes was a founder of the Puerto Rican Legal Defense and Education Fund and Morgenthau was an original member of its board.","[(0, 'He'), (1, 'had'), (2, 'admired'), (3, 'Manhattan'), (4, ""'s""), (5, 'legendary'), (6, 'district'), (7, 'attorney'), (8, ','), (9, 'Robert'), (10, 'Morgenthau'), (11, ','), (12, 'from'), (13, 'the'), (14, 'days'), (15, 'when'), (16, 'Cabranes'), (17, 'was'), (18, 'a'), (19, 'founder'), (20, 'of'), (21, 'the'), (22, 'Puerto'), (23, 'Rican'), (24, 'Legal'), (25, 'Defense'), (26, 'and'), (27, 'Education'), (28, 'Fund'), (29, 'and'), (30, 'Morgenthau'), (31, 'was'), (32, 'an'), (33, 'original'), (34, 'member'), (35, 'of'), (36, 'its'), (37, 'board'), (38, '.')]",9,10,3,3,,,,,
AFP_ENG_20071029.0149.LDC2009T13,61b3abba0fd1fded3dc2,"Hamilton has just had a street named after him in his home town Stevenage, but he can't wait to swap England for the anonymity of Switzerland.","[(0, 'Hamilton'), (1, 'has'), (2, 'just'), (3, 'had'), (4, 'a'), (5, 'street'), (6, 'named'), (7, 'after'), (8, 'him'), (9, 'in'), (10, 'his'), (11, 'home'), (12, 'town'), (13, 'Stevenage'), (14, ','), (15, 'but'), (16, 'he'), (17, 'ca'), (18, ""n't""), (19, 'wait'), (20, 'to'), (21, 'swap'), (22, 'England'), (23, 'for'), (24, 'the'), (25, 'anonymity'), (26, 'of'), (27, 'Switzerland'), (28, '.')]",0,0,13,13,,,,,
eng-WL-111-174637-12996193,61b3a0af8fbcd0e924b3,"George Boyd provided the first Peterborough moment in the second half as he fired an ambitious shot at Lonergan's goal, on the slid, from a good thirty five yards, but the Preston goalkeeper was equal to the challenge diving low down to his left and collecting the ball before a Posh striker could get onto the rebound.","[(0, 'George'), (1, 'Boyd'), (2, 'provided'), (3, 'the'), (4, 'first'), (5, 'Peterborough'), (6, 'moment'), (7, 'in'), (8, 'the'), (9, 'second'), (10, 'half'), (11, 'as'), (12, 'he'), (13, 'fired'), (14, 'an'), (15, 'ambitious'), (16, 'shot'), (17, 'at'), (18, 'Lonergan'), (19, ""'s""), (20, 'goal'), (21, ','), (22, 'on'), (23, 'the'), (24, 'slid'), (25, ','), (26, 'from'), (27, 'a'), (28, 'good'), (29, 'thirty'), (30, 'five'), (31, 'yards'), (32, ','), (33, 'but'), (34, 'the'), (35, 'Preston'), (36, 'goalkeeper'), (37, 'was'), (38, 'equal'), (39, 'to'), (40, 'the'), (41, 'challenge'), (42, 'diving'), (43, 'low'), (44, 'down'), (45, 'to'), (46, 'his'), (47, 'left'), (48, 'and'), (49, 'collecting'), (50, 'the'), (51, 'ball'), (52, 'before'), (53, 'a'), (54, 'Posh'), (55, 'striker'), (56, 'could'), (57, 'get'), (58, 'onto'), (59, 'the'), (60, 'rebound'), (61, '.')]",12,12,5,5,,,,,
AFP_ENG_20070102.0085.LDC2009T13,61b3a0af8f42be0f57d2,"Former Jerusalem mayor Kollek dies aged 95 Theodor ` Teddy' Kollek, a top figure in the Israeli Labour party and former mayor of Jerusalem for almost 30 years, died Tuesday in Jerusalem aged 95, Israeli public radio reported.","[(0, 'Former'), (1, 'Jerusalem'), (2, 'mayor'), (3, 'Kollek'), (4, 'dies'), (5, 'aged'), (6, '95'), (7, 'Theodor'), (8, '`'), (9, 'Teddy'), (10, ""'""), (11, 'Kollek'), (12, ','), (13, 'a'), (14, 'top'), (15, 'figure'), (16, 'in'), (17, 'the'), (18, 'Israeli'), (19, 'Labour'), (20, 'party'), (21, 'and'), (22, 'former'), (23, 'mayor'), (24, 'of'), (25, 'Jerusalem'), (26, 'for'), (27, 'almost'), (28, '30'), (29, 'years'), (30, ','), (31, 'died'), (32, 'Tuesday'), (33, 'in'), (34, 'Jerusalem'), (35, 'aged'), (36, '95'), (37, ','), (38, 'Israeli'), (39, 'public'), (40, 'radio'), (41, 'reported'), (42, '.')]",7,11,1,1,,,,,
AFP_ENG_20080313.0402.LDC2009T13,61b3a0af8f364c81e81d,"Born in the holy Shiite city of Najaf in Iraq, Larijani is the son of a Grand Ayatollah.","[(0, 'Born'), (1, 'in'), (2, 'the'), (3, 'holy'), (4, 'Shiite'), (5, 'city'), (6, 'of'), (7, 'Najaf'), (8, 'in'), (9, 'Iraq'), (10, ','), (11, 'Larijani'), (12, 'is'), (13, 'the'), (14, 'son'), (15, 'of'), (16, 'a'), (17, 'Grand'), (18, 'Ayatollah'), (19, '.')]",11,11,7,7,,,,,
eng-WL-11-174572-12946486,61b3a0af8f14db4fdd21,"Cutrone on being a New Yorker ""I see myself represented in the spirit of New York City.","[(0, 'Cutrone'), (1, 'on'), (2, 'being'), (3, 'a'), (4, 'New'), (5, 'Yorker'), (6, '``'), (7, 'I'), (8, 'see'), (9, 'myself'), (10, 'represented'), (11, 'in'), (12, 'the'), (13, 'spirit'), (14, 'of'), (15, 'New'), (16, 'York'), (17, 'City'), (18, '.')]",0,0,15,17,,,,,
eng-WL-11-174595-12968014,61b3a0af8f20c487e4f8,"As Madonna made her way home to London, Miss Kylie Minogue made her way home to Sydney, Australia to relaunch her concert tour entitled Showgirl Homecoming :","[(0, 'As'), (1, 'Madonna'), (2, 'made'), (3, 'her'), (4, 'way'), (5, 'home'), (6, 'to'), (7, 'London'), (8, ','), (9, 'Miss'), (10, 'Kylie'), (11, 'Minogue'), (12, 'made'), (13, 'her'), (14, 'way'), (15, 'home'), (16, 'to'), (17, 'Sydney'), (18, ','), (19, 'Australia'), (20, 'to'), (21, 'relaunch'), (22, 'her'), (23, 'concert'), (24, 'tour'), (25, 'entitled'), (26, 'Showgirl'), (27, 'Homecoming'), (28, ':')]",22,22,17,17,,,,,
APW_ENG_20070420.0281.LDC2009T13,61b3a0af8f0f55c41ccb,"For Defensor, a small Montevideo club, it was the first time it advanced to the second round in 10 Libertadores appearances.","[(0, 'For'), (1, 'Defensor'), (2, ','), (3, 'a'), (4, 'small'), (5, 'Montevideo'), (6, 'club'), (7, ','), (8, 'it'), (9, 'was'), (10, 'the'), (11, 'first'), (12, 'time'), (13, 'it'), (14, 'advanced'), (15, 'to'), (16, 'the'), (17, 'second'), (18, 'round'), (19, 'in'), (20, '10'), (21, 'Libertadores'), (22, 'appearances'), (23, '.')]",1,1,5,5,,,,,
LTW_ENG_20071106.0029.LDC2009T13,61b3a0af8fd420b9f727,"Among the 282 lawmakers siding with Midwest and Gulf Coast growers on a key vote was Rep. Carolyn Maloney, D-N.Y., who represents Queens and Manhattan's East Side.","[(0, 'Among'), (1, 'the'), (2, '282'), (3, 'lawmakers'), (4, 'siding'), (5, 'with'), (6, 'Midwest'), (7, 'and'), (8, 'Gulf'), (9, 'Coast'), (10, 'growers'), (11, 'on'), (12, 'a'), (13, 'key'), (14, 'vote'), (15, 'was'), (16, 'Rep.'), (17, 'Carolyn'), (18, 'Maloney'), (19, ','), (20, 'D-N.Y.'), (21, ','), (22, 'who'), (23, 'represents'), (24, 'Queens'), (25, 'and'), (26, 'Manhattan'), (27, ""'s""), (28, 'East'), (29, 'Side'), (30, '.')]",17,18,24,24,,,,,
LTW_ENG_20070610.0015.LDC2009T13,61b3a0af8fe537f926dc,"Survivors include his wife of 58 years, Jane Callaghan Gude of Washington; five children, Sharon Gude of Rockville, Adrienne Lewis of Washington, Gilbert Gude Jr of Bethesda and Gregory Gude and Daniel Gude, both of Cabin John, Md","[(0, 'Survivors'), (1, 'include'), (2, 'his'), (3, 'wife'), (4, 'of'), (5, '58'), (6, 'years'), (7, ','), (8, 'Jane'), (9, 'Callaghan'), (10, 'Gude'), (11, 'of'), (12, 'Washington'), (13, ';'), (14, 'five'), (15, 'children'), (16, ','), (17, 'Sharon'), (18, 'Gude'), (19, 'of'), (20, 'Rockville'), (21, ','), (22, 'Adrienne'), (23, 'Lewis'), (24, 'of'), (25, 'Washington'), (26, ','), (27, 'Gilbert'), (28, 'Gude'), (29, 'Jr'), (30, 'of'), (31, 'Bethesda'), (32, 'and'), (33, 'Gregory'), (34, 'Gude'), (35, 'and'), (36, 'Daniel'), (37, 'Gude'), (38, ','), (39, 'both'), (40, 'of'), (41, 'Cabin'), (42, 'John'), (43, ','), (44, 'Md')]",27,28,31,31,,,,,
LTW_ENG_20071003.0154.LDC2009T13,61b3a0af8f36dbb0d7a3,"In 1971, Rothman and Downer established the first Feminist Women's Health Center in Los Angeles, which was followed shortly after by a center in Santa Ana.","[(0, 'In'), (1, '1971'), (2, ','), (3, 'Rothman'), (4, 'and'), (5, 'Downer'), (6, 'established'), (7, 'the'), (8, 'first'), (9, 'Feminist'), (10, 'Women'), (11, ""'s""), (12, 'Health'), (13, 'Center'), (14, 'in'), (15, 'Los'), (16, 'Angeles'), (17, ','), (18, 'which'), (19, 'was'), (20, 'followed'), (21, 'shortly'), (22, 'after'), (23, 'by'), (24, 'a'), (25, 'center'), (26, 'in'), (27, 'Santa'), (28, 'Ana'), (29, '.')]",3,3,15,16,,,,,
NYT_ENG_20080120.0045.LDC2009T13,61b3a0af8f08b98c8b7a,"""We run into that quite frequently ,"" said Bob Dillinger, chief public defender in Pinellas and Pasco counties.","[(0, '``'), (1, 'We'), (2, 'run'), (3, 'into'), (4, 'that'), (5, 'quite'), (6, 'frequently'), (7, ','), (8, ""''""), (9, 'said'), (10, 'Bob'), (11, 'Dillinger'), (12, ','), (13, 'chief'), (14, 'public'), (15, 'defender'), (16, 'in'), (17, 'Pinellas'), (18, 'and'), (19, 'Pasco'), (20, 'counties'), (21, '.')]",10,11,19,19,,,,,
NYT_ENG_20081001.0008.LDC2009T13,61b3a0af8f9eca927cd7,"A Wildwood, NJ, native, Sheldon began his career as a college intern to Sen Ted Kennedy, D-Mass.","[(0, 'A'), (1, 'Wildwood'), (2, ','), (3, 'NJ'), (4, ','), (5, 'native'), (6, ','), (7, 'Sheldon'), (8, 'began'), (9, 'his'), (10, 'career'), (11, 'as'), (12, 'a'), (13, 'college'), (14, 'intern'), (15, 'to'), (16, 'Sen'), (17, 'Ted'), (18, 'Kennedy'), (19, ','), (20, 'D-Mass'), (21, '.')]",7,7,1,1,,,,,
NYT_ENG_20101117.0051,61b3a0af8fd7173bb805,NY-SCHOOLS-CHIEF (New York) - Further developments on the choice of publishing executive Cathleen P. Black to lead the New York City school system.,"[(0, 'NY-SCHOOLS-CHIEF'), (1, '-LRB-'), (2, 'New'), (3, 'York'), (4, '-RRB-'), (5, '--'), (6, 'Further'), (7, 'developments'), (8, 'on'), (9, 'the'), (10, 'choice'), (11, 'of'), (12, 'publishing'), (13, 'executive'), (14, 'Cathleen'), (15, 'P.'), (16, 'Black'), (17, 'to'), (18, 'lead'), (19, 'the'), (20, 'New'), (21, 'York'), (22, 'City'), (23, 'school'), (24, 'system'), (25, '.')]",14,16,20,22,,,,,
LTW_ENG_20090717.0086,61b3a0af8f01dd082b9f,"(Now there are two: Andre Carson, a Democrat from Indianapolis, was elected to the House last year.)","[(0, '-LRB-'), (1, 'Now'), (2, 'there'), (3, 'are'), (4, 'two'), (5, ':'), (6, 'Andre'), (7, 'Carson'), (8, ','), (9, 'a'), (10, 'Democrat'), (11, 'from'), (12, 'Indianapolis'), (13, ','), (14, 'was'), (15, 'elected'), (16, 'to'), (17, 'the'), (18, 'House'), (19, 'last'), (20, 'year'), (21, '.'), (22, '-RRB-')]",6,7,12,12,,,,,
eng-NG-31-100600-11550619,61b3a0af8f01e42eb3ab,"Multiple Bles8ings Jon & Kate Gosselin & Beth Carson Zondervan 5300 Patterson Avenue, SE, Grand Rapids, MI 49530 9780310289029, $19.99, www (dot) zondervan (dot) com","[(0, 'Multiple'), (1, 'Bles8ings'), (2, 'Jon'), (3, '&'), (4, 'Kate'), (5, 'Gosselin'), (6, '&'), (7, 'Beth'), (8, 'Carson'), (9, 'Zondervan'), (10, '5300'), (11, 'Patterson'), (12, 'Avenue'), (13, ','), (14, 'SE'), (15, ','), (16, 'Grand'), (17, 'Rapids'), (18, ','), (19, 'MI'), (20, '49530'), (21, '9780310289029'), (22, ','), (23, '$'), (24, '19.99'), (25, ','), (26, 'www'), (27, '-LRB-'), (28, 'dot'), (29, '-RRB-'), (30, 'zondervan'), (31, '-LRB-'), (32, 'dot'), (33, '-RRB-'), (34, 'com')]",4,5,16,17,,,,,
NYT_ENG_20071121.0024.LDC2009T13,61b3a0af8ff9527cd49f,"From an online chat room, they chose Michael J. Sandy , 29, a designer from Williamsburg.","[(0, 'From'), (1, 'an'), (2, 'online'), (3, 'chat'), (4, 'room'), (5, ','), (6, 'they'), (7, 'chose'), (8, 'Michael'), (9, 'J.'), (10, 'Sandy'), (11, ','), (12, '29'), (13, ','), (14, 'a'), (15, 'designer'), (16, 'from'), (17, 'Williamsburg'), (18, '.')]",8,10,17,17,,,,,
eng-WL-11-174595-12968433,61b3a0af8fbdbb8f42cb,"Speaking of sassy costumes, Brody Jenner and his new BFF Frankie Delgado dressed up as the ambiguously gay duo Batman and Robin for a pre-Halloween costume party at Opera nightclub in LA this weekend.","[(0, 'Speaking'), (1, 'of'), (2, 'sassy'), (3, 'costumes'), (4, ','), (5, 'Brody'), (6, 'Jenner'), (7, 'and'), (8, 'his'), (9, 'new'), (10, 'BFF'), (11, 'Frankie'), (12, 'Delgado'), (13, 'dressed'), (14, 'up'), (15, 'as'), (16, 'the'), (17, 'ambiguously'), (18, 'gay'), (19, 'duo'), (20, 'Batman'), (21, 'and'), (22, 'Robin'), (23, 'for'), (24, 'a'), (25, 'pre-Halloween'), (26, 'costume'), (27, 'party'), (28, 'at'), (29, 'Opera'), (30, 'nightclub'), (31, 'in'), (32, 'LA'), (33, 'this'), (34, 'weekend'), (35, '.')]",11,12,32,32,,,,,
eng-WL-11-174587-12961261,61b3a0af8fcb7ed92e70,"Pratt spent Valentine's Day weekend with wife Heidi Montag in Las Vegas, marking her first public appearance since undergoing plastic surgery in November.","[(0, 'Pratt'), (1, 'spent'), (2, 'Valentine'), (3, ""'s""), (4, 'Day'), (5, 'weekend'), (6, 'with'), (7, 'wife'), (8, 'Heidi'), (9, 'Montag'), (10, 'in'), (11, 'Las'), (12, 'Vegas'), (13, ','), (14, 'marking'), (15, 'her'), (16, 'first'), (17, 'public'), (18, 'appearance'), (19, 'since'), (20, 'undergoing'), (21, 'plastic'), (22, 'surgery'), (23, 'in'), (24, 'November'), (25, '.')]",0,0,11,12,,,,,
